订单ID,下单时间,城区,小区,服务类型,服务等级,服务时长,订单金额,客户评分,订单来源
NN20260216000381,2026-02-16 19:36,青秀,万正鸣翠谷,日常保洁,熟练,3.0,158,4.8,小程序
NN20260205000382,2026-02-05 14:39,邕宁,大唐盛世,深度清洁,金牌,7.5,637,4.6,小程序
NN20260209000383,2026-02-09 17:07,兴宁,盛天东郡,日常保洁,新手,3.5,136,3.7,美团
NN20260210000384,2026-02-10 15:01,邕宁,世茂茂御府,深度清洁,熟练,5.5,412,3.9,APP
NN20260209000385,2026-02-09 12:44,西乡塘,荣和摩客社区,日常保洁,新手,4.0,163,4.7,58到家
NN20260210000386,2026-02-10 19:33,青秀,保利21世家,深度清洁,熟练,7.0,522,4.6,电话
NN20260220000387,2026-02-20 18:14,西乡塘,昌泰清华园,日常保洁,新手,3.5,132,4.8,58到家
NN20260207000388,2026-02-07 15:13,西乡塘,瀚林华府,家电清洗,新手,1.5,95,3.7,美团
NN20260221000389,2026-02-21 13:23,良庆,融创九棠府,日常保洁,金牌,3.5,186,4.1,美团
NN20260205000390,2026-02-05 16:23,青秀,凤岭春天,家电清洗,熟练,2.5,282,4.6,美团
NN20260206000391,2026-02-06 18:54,江南,龙光普罗旺斯,日常保洁,新手,4.5,187,3.8,小程序
NN20260217000392,2026-02-17 14:07,良庆,万科魅力之城,开荒保洁,熟练,5.0,589,4.3,小程序
NN20260227000393,2026-02-27 14:03,良庆,华润二十四城,开荒保洁,熟练,7.0,759,4.5,电话
NN20260203000394,2026-02-03 15:47,青秀,保利21世家,深度清洁,新手,4.0,188,2.4,58到家
NN20260219000395,2026-02-19 18:40,西乡塘,瀚林华府,深度清洁,金牌,7.0,578,4.6,58到家
NN20260220000396,2026-02-20 19:48,邕宁,阳光城丽景湾,日常保洁,熟练,5.0,260,3.7,小程序
NN20260219000397,2026-02-19 19:24,兴宁,中海国际社区,深度清洁,熟练,7.5,495,3.9,美团
NN20260214000398,2026-02-14 15:43,西乡塘,荣和摩客社区,开荒保洁,新手,4.0,264,3.9,电话
NN20260208000399,2026-02-08 11:59,良庆,碧水天和,深度清洁,新手,3.0,188,3.8,APP
NN20260223000400,2026-02-23 15:07,青秀,山水方园,日常保洁,新手,3.5,169,4.5,58到家
NN20260222000401,2026-02-22 15:13,青秀,万达公馆,日常保洁,熟练,4.0,221,5.0,小程序
NN20260217000402,2026-02-17 14:23,青秀,万正鸣翠谷,日常保洁,新手,4.5,203,4.1,美团
NN20260221000403,2026-02-21 09:29,武鸣,麒麟御府,日常保洁,新手,5.0,236,4.7,美团
NN20260201000404,2026-02-01 12:27,西乡塘,荣和摩客社区,家电清洗,熟练,4.0,354,4.3,APP
NN20260205000405,2026-02-05 16:52,青秀,荣和大地,日常保洁,熟练,3.0,155,3.4,小程序
NN20260228000406,2026-02-28 12:48,青秀,龙光君御华府,深度清洁,熟练,7.0,506,3.9,小程序
NN20260223000407,2026-02-23 09:11,江南,融晟公园大地,日常保洁,熟练,3.5,167,3.9,小程序
NN20260223000408,2026-02-23 19:57,青秀,龙光君御华府,家电清洗,熟练,3.5,307,4.4,APP
NN20260212000409,2026-02-12 13:15,邕宁,合景天峻广场,日常保洁,熟练,5.5,294,4.2,58到家
NN20260213000410,2026-02-13 12:05,江南,盛天领域,深度清洁,新手,6.0,347,4.9,58到家
NN20260207000411,2026-02-07 17:16,兴宁,金源城,深度清洁,熟练,7.5,521,4.3,小程序
NN20260224000412,2026-02-24 18:58,邕宁,合景天峻广场,家电清洗,熟练,3.5,265,4.4,58到家
NN20260217000413,2026-02-17 19:40,西乡塘,大嘉汇尚悦,深度清洁,金牌,8.0,593,4.4,美团
NN20260225000414,2026-02-25 08:28,青秀,万正鸣翠谷,家电清洗,金牌,3.5,360,4.4,小程序
NN20260308000001,2026-03-08 19:25,江南,融晟公园大地,深度清洁,熟练,8.0,562,3.8,小程序
NN20260301000002,2026-03-01 13:39,西乡塘,昌泰清华园,深度清洁,熟练,5.0,358,4.3,58到家
NN20260317000003,2026-03-17 11:41,西乡塘,昌泰清华园,日常保洁,熟练,4.0,187,4.1,小程序
NN20260307000004,2026-03-07 13:42,西乡塘,大嘉汇尚悦,日常保洁,新手,3.0,139,4.2,美团
NN20260327000005,2026-03-27 18:22,良庆,碧水天和,开荒保洁,熟练,7.0,812,4.1,小程序
NN20260307000006,2026-03-07 12:52,武鸣,万隆国际,深度清洁,熟练,4.5,429,4.0,小程序
NN20260328000007,2026-03-28 10:17,青秀,山水方园,日常保洁,熟练,5.0,282,4.3,小程序
NN20260315000008,2026-03-15 19:30,邕宁,阳光城丽景湾,家电清洗,熟练,2.0,152,3.9,58到家
NN20260315000009,2026-03-15 17:38,良庆,万科魅力之城,深度清洁,新手,4.0,271,3.9,APP
NN20260323000010,2026-03-23 15:38,良庆,融创九棠府,深度清洁,熟练,7.0,575,4.0,电话
NN20260302000011,2026-03-02 09:00,良庆,港保苑,日常保洁,新手,4.5,221,4.8,美团
NN20260308000012,2026-03-08 18:51,西乡塘,大唐天城,家电清洗,新手,1.0,106,4.0,小程序
NN20260318000013,2026-03-18 13:31,青秀,万正鸣翠谷,家电清洗,熟练,2.0,148,4.2,APP
NN20260325000014,2026-03-25 10:09,武鸣,万隆国际,日常保洁,熟练,3.5,227,4.4,美团
NN20260330000015,2026-03-30 10:01,西乡塘,联发西棠,深度清洁,熟练,4.5,348,4.7,美团
NN20260308000016,2026-03-08 16:30,良庆,华润二十四城,深度清洁,熟练,7.0,529,4.3,APP
NN20260308000017,2026-03-08 18:56,江南,保利城,深度清洁,新手,3.5,196,4.0,电话
NN20260301000018,2026-03-01 17:19,兴宁,联发尚筑,深度清洁,新手,4.0,247,3.1,美团
NN20260330000019,2026-03-30 17:56,西乡塘,人和莱茵鹭湖,深度清洁,熟练,8.0,605,5.0,美团
NN20260331000020,2026-03-31 13:38,青秀,华润幸福里,开荒保洁,熟练,6.5,839,3.9,美团
NN20260307000021,2026-03-07 09:24,西乡塘,荣和摩客社区,日常保洁,金牌,4.0,223,4.5,APP
NN20260319000022,2026-03-19 16:28,江南,风格雨林,家电清洗,金牌,4.0,557,3.6,美团
NN20260301000023,2026-03-01 15:11,青秀,塞纳维拉花园,日常保洁,新手,3.5,168,4.4,小程序
NN20260321000024,2026-03-21 13:11,江南,龙光普罗旺斯,日常保洁,新手,4.0,180,4.1,小程序
NN20260325000025,2026-03-25 13:47,良庆,绿地国际花都,日常保洁,新手,3.0,148,3.8,小程序
NN20260331000026,2026-03-31 09:21,青秀,盛天茗城,深度清洁,金牌,5.0,472,4.6,小程序
NN20260330000027,2026-03-30 08:45,武鸣,九个半岛,日常保洁,新手,5.0,201,3.4,美团
NN20260322000028,2026-03-22 17:03,良庆,合景天汇广场,家电清洗,熟练,3.5,303,4.5,美团
NN20260328000029,2026-03-28 16:13,青秀,龙光君御华府,深度清洁,熟练,5.0,441,3.9,APP
NN20260327000030,2026-03-27 09:04,良庆,港保苑,深度清洁,金牌,5.5,532,3.9,电话
NN20260306000031,2026-03-06 14:20,邕宁,龙光玖珑湾,日常保洁,熟练,3.0,155,4.0,美团
NN20260324000032,2026-03-24 10:06,青秀,华润幸福里,深度清洁,新手,3.5,234,4.2,58到家
NN20260320000033,2026-03-20 17:43,西乡塘,骋望麓涛,日常保洁,熟练,3.5,169,4.1,APP
NN20260309000034,2026-03-09 19:34,良庆,融创九棠府,深度清洁,熟练,6.0,458,3.9,小程序
NN20260310000035,2026-03-10 17:48,青秀,万达公馆,深度清洁,新手,4.0,277,4.7,美团
NN20260306000036,2026-03-06 10:27,良庆,融创九棠府,深度清洁,金牌,5.5,541,4.5,58到家
NN20260324000037,2026-03-24 14:56,良庆,碧水天和,家电清洗,新手,2.5,227,4.3,美团
NN20260326000038,2026-03-26 12:04,江南,汇东星城,日常保洁,新手,4.5,197,4.7,APP
NN20260312000039,2026-03-12 15:02,西乡塘,骋望麓涛,深度清洁,熟练,6.5,463,4.0,美团
NN20260308000040,2026-03-08 10:18,江南,汇东星城,深度清洁,熟练,4.5,305,4.3,美团
NN20260327000041,2026-03-27 19:23,兴宁,盛天东郡,日常保洁,新手,3.0,128,3.8,小程序
NN20260326000042,2026-03-26 15:54,武鸣,红岭小区,深度清洁,熟练,6.0,546,4.2,58到家
NN20260325000043,2026-03-25 15:50,青秀,凤岭春天,日常保洁,熟练,3.0,178,4.2,美团
NN20260314000044,2026-03-14 15:18,兴宁,瀚林山水源,深度清洁,金牌,4.0,351,4.8,APP
NN20260318000045,2026-03-18 14:05,青秀,香格里拉花园,深度清洁,新手,4.5,308,4.3,小程序
NN20260321000046,2026-03-21 15:54,青秀,万达公馆,深度清洁,熟练,7.5,584,4.2,美团
NN20260308000047,2026-03-08 08:00,青秀,塞纳维拉花园,日常保洁,熟练,4.5,269,3.4,小程序
NN20260330000048,2026-03-30 08:48,西乡塘,大嘉汇尚悦,深度清洁,金牌,7.5,601,3.8,美团
NN20260319000049,2026-03-19 19:07,西乡塘,联发西棠,日常保洁,熟练,3.5,172,4.3,小程序
NN20260326000050,2026-03-26 09:16,江南,汇东星城,开荒保洁,熟练,5.0,533,4.0,小程序
NN20260306000051,2026-03-06 19:28,青秀,维也纳森林,日常保洁,熟练,5.0,270,4.3,美团
NN20260304000052,2026-03-04 14:57,兴宁,保利山渐青,深度清洁,熟练,5.5,392,5.0,58到家
NN20260319000053,2026-03-19 10:11,青秀,山水方园,日常保洁,金牌,3.0,207,3.8,小程序
NN20260303000054,2026-03-03 08:17,良庆,华润二十四城,开荒保洁,熟练,5.0,607,5.0,APP
NN20260309000055,2026-03-09 10:21,邕宁,南宁宝能城市广场,开荒保洁,熟练,5.5,644,3.4,美团
NN20260311000056,2026-03-11 17:40,西乡塘,大唐天城,深度清洁,熟练,8.0,454,3.5,APP
NN20260308000057,2026-03-08 18:24,青秀,盛天茗城,深度清洁,新手,5.0,323,4.4,美团
NN20260301000058,2026-03-01 19:08,青秀,保利21世家,深度清洁,熟练,7.5,596,4.0,58到家
NN20260307000059,2026-03-07 12:22,青秀,蓝山上城,开荒保洁,新手,3.5,304,4.3,APP
NN20260313000060,2026-03-13 17:30,江南,绿港阳光城,深度清洁,熟练,5.5,371,4.6,APP
NN20260323000061,2026-03-23 13:28,江南,龙光普罗旺斯,深度清洁,新手,5.5,318,4.2,58到家
NN20260328000062,2026-03-28 13:42,西乡塘,龙光水悦龙湾,日常保洁,新手,4.5,208,3.8,APP
NN20260315000063,2026-03-15 10:52,江南,盛天领域,开荒保洁,金牌,9.0,1432,4.5,美团
NN20260314000064,2026-03-14 12:45,良庆,绿地国际花都,开荒保洁,熟练,7.0,808,4.1,58到家
NN20260329000065,2026-03-29 13:43,兴宁,金源城,家电清洗,金牌,3.0,350,4.3,美团
NN20260327000066,2026-03-27 14:56,青秀,蓝山上城,家电清洗,熟练,1.5,153,4.2,小程序
NN20260310000067,2026-03-10 14:28,江南,南宁奥园,深度清洁,新手,4.0,232,4.2,美团
NN20260325000068,2026-03-25 19:37,西乡塘,大唐天城,日常保洁,熟练,4.0,201,4.6,小程序
NN20260326000069,2026-03-26 17:42,西乡塘,骋望麓涛,深度清洁,新手,5.5,322,4.5,美团
NN20260307000070,2026-03-07 10:05,青秀,蓝山上城,日常保洁,金牌,5.0,329,4.1,APP
NN20260305000071,2026-03-05 13:56,良庆,恒大绿洲,开荒保洁,新手,5.5,448,4.3,58到家
NN20260313000072,2026-03-13 16:23,青秀,万达公馆,日常保洁,熟练,3.5,128,3.5,美团
NN20260326000073,2026-03-26 09:43,青秀,荣和大地,日常保洁,熟练,4.5,248,4.6,58到家
NN20260302000074,2026-03-02 17:53,西乡塘,龙光水悦龙湾,开荒保洁,新手,3.0,221,4.2,小程序
NN20260320000075,2026-03-20 15:07,江南,融晟公园大地,开荒保洁,熟练,6.0,656,4.7,美团
NN20260307000076,2026-03-07 18:53,良庆,恒大绿洲,深度清洁,熟练,6.0,450,3.7,小程序
NN20260314000077,2026-03-14 15:28,兴宁,联发尚筑,家电清洗,新手,2.5,108,2.6,小程序
NN20260312000078,2026-03-12 08:30,良庆,龙光玖珑湖,日常保洁,新手,4.5,137,2.7,58到家
NN20260314000079,2026-03-14 14:15,青秀,莱茵湖畔,深度清洁,新手,3.5,120,3.5,小程序
NN20260325000080,2026-03-25 14:07,邕宁,中铁交通天地明珠,开荒保洁,金牌,6.0,1145,4.0,美团
NN20260305000081,2026-03-05 17:11,江南,盛天领域,深度清洁,新手,6.0,374,4.5,电话
NN20260319000082,2026-03-19 14:05,西乡塘,大唐天城,家电清洗,熟练,3.5,263,4.0,APP
NN20260307000083,2026-03-07 15:13,良庆,阳光新城,日常保洁,金牌,5.5,345,4.3,电话
NN20260307000084,2026-03-07 12:03,西乡塘,正恒国际广场,深度清洁,新手,4.0,252,4.0,小程序
NN20260306000085,2026-03-06 11:18,青秀,万达公馆,深度清洁,熟练,7.5,632,3.5,美团
NN20260305000086,2026-03-05 13:00,西乡塘,联发西棠,深度清洁,熟练,7.0,510,4.1,美团
NN20260313000087,2026-03-13 14:25,良庆,碧水天和,家电清洗,新手,3.0,238,4.0,小程序
NN20260330000088,2026-03-30 16:21,青秀,莱茵湖畔,日常保洁,金牌,3.0,201,4.3,58到家
NN20260307000089,2026-03-07 18:12,邕宁,世茂茂御府,日常保洁,熟练,5.5,292,4.0,58到家
NN20260327000090,2026-03-27 18:48,青秀,万正鸣翠谷,日常保洁,金牌,4.5,304,4.1,58到家
NN20260307000091,2026-03-07 11:39,青秀,盛天茗城,日常保洁,熟练,3.5,212,4.6,APP
NN20260320000092,2026-03-20 11:48,西乡塘,大嘉汇尚悦,日常保洁,熟练,5.5,257,4.1,58到家
NN20260309000093,2026-03-09 15:30,兴宁,龙基传媒星城,日常保洁,新手,4.5,188,4.5,美团
NN20260304000094,2026-03-04 08:48,武鸣,金茂新城,开荒保洁,熟练,4.5,667,3.9,58到家
NN20260309000095,2026-03-09 15:59,江南,南宁奥园,家电清洗,新手,2.0,103,4.1,小程序
NN20260328000096,2026-03-28 15:27,青秀,龙光君御华府,家电清洗,新手,2.0,118,3.7,美团
NN20260326000097,2026-03-26 19:09,兴宁,保利山渐青,家电清洗,新手,2.5,212,4.0,电话
NN20260328000098,2026-03-28 13:53,兴宁,龙基传媒星城,开荒保洁,新手,3.5,192,3.1,小程序
NN20260330000099,2026-03-30 16:45,青秀,莱茵湖畔,日常保洁,熟练,5.0,132,2.9,美团
NN20260315000100,2026-03-15 11:01,武鸣,万隆国际,日常保洁,新手,3.5,89,2.7,小程序
NN20260307000101,2026-03-07 09:23,邕宁,龙光玖珑湾,深度清洁,新手,3.0,202,4.7,小程序
NN20260324000102,2026-03-24 15:28,邕宁,合景天峻广场,深度清洁,熟练,6.0,507,3.7,APP
NN20260327000103,2026-03-27 17:17,青秀,中房翡翠园,日常保洁,熟练,5.5,296,4.5,小程序
NN20260318000104,2026-03-18 12:50,西乡塘,人和莱茵鹭湖,深度清洁,金牌,7.0,614,4.1,APP
NN20260322000105,2026-03-22 18:08,良庆,港保苑,家电清洗,新手,1.0,122,5.0,APP
NN20260307000106,2026-03-07 13:45,兴宁,龙基传媒星城,深度清洁,新手,4.5,265,3.7,APP
NN20260319000107,2026-03-19 19:21,西乡塘,骋望麓涛,日常保洁,金牌,5.0,297,4.0,小程序
NN20260324000108,2026-03-24 08:56,青秀,万达公馆,深度清洁,熟练,5.5,482,4.0,美团
NN20260318000109,2026-03-18 15:31,青秀,蓝山上城,深度清洁,金牌,6.5,603,4.0,小程序
NN20260305000110,2026-03-05 12:39,兴宁,恒大华府,家电清洗,新手,2.5,200,3.5,58到家
NN20260317000111,2026-03-17 08:29,江南,汇东星城,家电清洗,新手,1.0,104,4.5,美团
NN20260312000112,2026-03-12 17:13,西乡塘,昌泰清华园,日常保洁,新手,4.0,124,3.3,美团
NN20260318000113,2026-03-18 19:58,良庆,合景天汇广场,深度清洁,金牌,4.0,349,4.5,小程序
NN20260312000114,2026-03-12 17:15,青秀,华润幸福里,深度清洁,金牌,6.0,572,3.9,58到家
NN20260314000115,2026-03-14 09:15,邕宁,合景天峻广场,深度清洁,熟练,7.0,549,4.5,美团
NN20260308000116,2026-03-08 15:35,良庆,万科魅力之城,开荒保洁,新手,6.0,509,4.1,电话
NN20260331000117,2026-03-31 09:58,武鸣,恒泰丽园,日常保洁,熟练,4.0,260,4.3,美团
NN20260304000118,2026-03-04 19:41,江南,盛天领域,深度清洁,熟练,6.5,471,4.2,电话
NN20260326000119,2026-03-26 19:16,青秀,莱茵湖畔,深度清洁,熟练,5.5,446,4.6,电话
NN20260305000120,2026-03-05 10:06,良庆,恒大绿洲,家电清洗,金牌,2.5,378,5.0,美团
NN20260313000121,2026-03-13 16:06,邕宁,阳光城丽景湾,深度清洁,金牌,4.0,379,4.1,APP
NN20260310000122,2026-03-10 10:35,邕宁,南宁宝能城市广场,深度清洁,熟练,7.5,583,3.7,58到家
NN20260331000123,2026-03-31 15:07,青秀,龙光君御华府,日常保洁,熟练,5.5,298,4.5,电话
NN20260301000124,2026-03-01 15:00,青秀,塞纳维拉花园,深度清洁,熟练,6.5,534,4.0,美团
NN20260327000125,2026-03-27 19:44,良庆,阳光新城,深度清洁,新手,4.0,268,5.0,小程序
NN20260306000126,2026-03-06 10:39,江南,盛天领域,家电清洗,熟练,3.5,294,4.2,APP
NN20260331000127,2026-03-31 12:19,青秀,盛天茗城,家电清洗,熟练,1.5,162,4.4,电话
NN20260316000128,2026-03-16 11:38,良庆,碧水天和,深度清洁,熟练,7.5,633,3.5,美团
NN20260325000129,2026-03-25 09:12,兴宁,保利山渐青,深度清洁,熟练,5.5,375,3.9,美团
NN20260324000130,2026-03-24 12:08,武鸣,九个半岛,深度清洁,熟练,5.5,492,4.5,美团
NN20260314000131,2026-03-14 11:02,西乡塘,联发西棠,家电清洗,新手,3.0,207,4.0,APP
NN20260325000132,2026-03-25 13:12,邕宁,万丰新新传说,家电清洗,新手,1.0,112,4.3,美团
NN20260331000133,2026-03-31 17:48,青秀,保利21世家,深度清洁,熟练,5.0,434,3.9,小程序
NN20260310000134,2026-03-10 16:58,西乡塘,大唐天城,开荒保洁,新手,5.0,236,3.3,APP
NN20260323000135,2026-03-23 11:11,邕宁,阳光城丽景湾,深度清洁,金牌,6.0,594,4.1,美团
NN20260305000136,2026-03-05 16:49,西乡塘,正恒国际广场,开荒保洁,新手,3.5,265,3.2,58到家
NN20260315000137,2026-03-15 10:41,西乡塘,联发西棠,开荒保洁,新手,3.5,272,3.7,美团
NN20260316000138,2026-03-16 15:25,西乡塘,大嘉汇尚悦,深度清洁,新手,4.0,249,4.3,美团
NN20260308000139,2026-03-08 13:54,西乡塘,骋望麓涛,开荒保洁,新手,3.5,262,3.8,小程序
NN20260306000140,2026-03-06 18:45,青秀,保利21世家,深度清洁,熟练,8.0,637,3.6,58到家
NN20260326000141,2026-03-26 08:20,西乡塘,荣和摩客社区,日常保洁,熟练,3.0,144,4.2,小程序
NN20260321000142,2026-03-21 14:05,邕宁,世茂茂御府,日常保洁,新手,4.5,230,3.7,APP
NN20260317000143,2026-03-17 10:40,青秀,保利21世家,开荒保洁,新手,5.0,448,3.9,电话
NN20260331000144,2026-03-31 16:22,西乡塘,骋望麓涛,日常保洁,熟练,5.5,280,4.2,美团
NN20260324000145,2026-03-24 12:18,兴宁,金源城,家电清洗,新手,1.5,103,4.2,APP
NN20260316000146,2026-03-16 09:18,邕宁,合景天峻广场,深度清洁,新手,6.0,405,4.0,小程序
NN20260328000147,2026-03-28 08:19,青秀,中房翡翠园,开荒保洁,新手,4.5,374,3.8,58到家
NN20260308000148,2026-03-08 18:49,邕宁,大唐盛世,开荒保洁,熟练,7.5,946,4.0,小程序
NN20260309000149,2026-03-09 19:08,西乡塘,大嘉汇尚悦,深度清洁,金牌,4.5,358,4.9,小程序
NN20260330000150,2026-03-30 17:55,西乡塘,瀚林华府,日常保洁,熟练,5.5,269,4.9,58到家
NN20260308000151,2026-03-08 17:47,西乡塘,骋望麓涛,日常保洁,熟练,6.0,281,4.2,美团
NN20260305000152,2026-03-05 10:45,西乡塘,联发西棠,日常保洁,金牌,3.5,131,2.9,APP
NN20260317000153,2026-03-17 11:35,良庆,合景天汇广场,日常保洁,熟练,4.0,224,4.9,小程序
NN20260320000154,2026-03-20 11:51,邕宁,龙光玖珑湾,深度清洁,熟练,6.0,457,4.5,美团
NN20260323000155,2026-03-23 12:50,江南,融晟公园大地,日常保洁,新手,3.5,149,4.3,58到家
NN20260318000156,2026-03-18 17:05,青秀,中房翡翠园,日常保洁,熟练,3.0,179,4.2,电话
NN20260330000157,2026-03-30 16:13,良庆,港保苑,日常保洁,新手,3.5,172,4.2,58到家
NN20260305000158,2026-03-05 16:00,江南,龙光普罗旺斯,家电清洗,新手,2.5,121,3.1,小程序
NN20260304000159,2026-03-04 11:52,青秀,龙光君御华府,深度清洁,熟练,6.0,533,4.4,APP
NN20260317000160,2026-03-17 11:35,良庆,港保苑,深度清洁,熟练,4.5,356,3.9,小程序
NN20260307000161,2026-03-07 13:18,兴宁,盛天东郡,家电清洗,金牌,2.5,370,4.3,电话
NN20260314000162,2026-03-14 09:18,兴宁,江宇世纪城,深度清洁,金牌,6.5,524,3.8,美团
NN20260322000163,2026-03-22 17:25,青秀,香格里拉花园,日常保洁,金牌,3.0,202,4.7,美团
NN20260301000164,2026-03-01 17:50,西乡塘,荣和摩客社区,深度清洁,新手,3.5,216,4.0,小程序
NN20260330000165,2026-03-30 11:55,江南,绿港阳光城,日常保洁,金牌,4.0,213,4.3,小程序
NN20260322000166,2026-03-22 08:32,武鸣,万隆国际,开荒保洁,新手,4.5,396,5.0,58到家
NN20260323000167,2026-03-23 10:59,武鸣,恒泰丽园,深度清洁,熟练,6.0,519,4.7,58到家
NN20260323000168,2026-03-23 11:57,西乡塘,骋望麓涛,深度清洁,新手,5.0,320,4.4,美团
NN20260319000169,2026-03-19 09:58,西乡塘,瀚林华府,日常保洁,金牌,4.5,265,3.8,APP
NN20260307000170,2026-03-07 19:05,良庆,绿地国际花都,日常保洁,金牌,4.0,249,3.6,58到家
NN20260323000171,2026-03-23 15:00,武鸣,红岭小区,深度清洁,熟练,7.5,700,4.0,小程序
NN20260329000172,2026-03-29 13:41,良庆,港保苑,深度清洁,熟练,7.0,523,4.6,美团
NN20260305000173,2026-03-05 13:13,兴宁,盛天东郡,深度清洁,新手,4.5,283,4.7,美团
NN20260323000174,2026-03-23 10:12,武鸣,金茂新城,深度清洁,新手,4.5,341,4.1,小程序
NN20260317000175,2026-03-17 13:49,邕宁,合景天峻广场,深度清洁,新手,3.5,217,4.6,美团
